Date,Open,High,Low,Close,Adj Close,Volume
2022-07-05 00:00:00-04:00,507.6400146484375,511.0,492.25,505.239990234375,498.2843322753906,3029600
2022-07-06 00:00:00-04:00,505.6400146484375,517.4099731445312,504.29998779296875,515.2899780273438,508.19598388671875,2506700
2022-07-07 00:00:00-04:00,515.25,517.2999877929688,512.22998046875,514.3800048828125,507.29852294921875,2385400
2022-07-08 00:00:00-04:00,512.3099975585938,528.3699951171875,511.010009765625,518.6300048828125,511.4899597167969,3092100
2022-07-11 00:00:00-04:00,514.8599853515625,521.469970703125,511.80999755859375,516.9500122070312,509.8331298828125,1743600
2022-07-12 00:00:00-04:00,513.25,519.1400146484375,510.6199951171875,514.4199829101562,507.3379211425781,2706500
2022-07-13 00:00:00-04:00,508.07000732421875,511.8599853515625,501.19000244140625,501.239990234375,494.3393859863281,3467700
2022-07-14 00:00:00-04:00,495.0,505.8900146484375,492.2799987792969,502.42999267578125,495.51300048828125,3765500
2022-07-15 00:00:00-04:00,526.0599975585938,531.989990234375,515.4500122070312,529.75,522.4569091796875,5742500
2022-07-18 00:00:00-04:00,531.0,532.1599731445312,518.75,519.3699951171875,512.2197265625,3212000
2022-07-19 00:00:00-04:00,521.0900268554688,533.8400268554688,520.5900268554688,533.4500122070312,526.10595703125,2953500
2022-07-20 00:00:00-04:00,533.4500122070312,534.0499877929688,515.72998046875,519.469970703125,512.318359375,4327500
2022-07-21 00:00:00-04:00,519.3900146484375,522.469970703125,511.1400146484375,522.4600219726562,515.2672729492188,2667600
2022-07-22 00:00:00-04:00,526.0,527.5999755859375,518.4000244140625,521.4099731445312,514.231689453125,1850300
2022-07-25 00:00:00-04:00,526.0900268554688,532.8900146484375,524.219970703125,529.469970703125,522.1807250976562,2337200
2022-07-26 00:00:00-04:00,533.7999877929688,537.6400146484375,531.030029296875,531.5900268554688,524.2716064453125,2637800
2022-07-27 00:00:00-04:00,533.5399780273438,537.8599853515625,528.0399780273438,534.6099853515625,527.2499389648438,2268100
2022-07-28 00:00:00-04:00,537.489990234375,544.3400268554688,531.739990234375,541.489990234375,534.0352783203125,2344500
2022-07-29 00:00:00-04:00,540.010009765625,543.8499755859375,536.6900024414062,542.3400268554688,534.8735961914062,2945700
2022-08-01 00:00:00-04:00,542.27001953125,543.6500244140625,531.0,535.3800048828125,528.0093994140625,2335000
2022-08-02 00:00:00-04:00,537.5499877929688,540.530029296875,531.719970703125,535.4600219726562,528.0882568359375,2114200
2022-08-03 00:00:00-04:00,537.260009765625,543.6199951171875,535.6900024414062,540.6500244140625,533.2068481445312,1802900
2022-08-04 00:00:00-04:00,539.2899780273438,540.4299926757812,532.760009765625,533.75,526.4017944335938,2368000
2022-08-05 00:00:00-04:00,530.0,535.5,527.5599975585938,535.0599975585938,527.6937255859375,2373400
2022-08-08 00:00:00-04:00,539.9099731445312,541.2999877929688,533.4199829101562,536.5999755859375,529.2125854492188,1656400
2022-08-09 00:00:00-04:00,540.0,545.739990234375,536.3800048828125,537.260009765625,529.863525390625,2147200
2022-08-10 00:00:00-04:00,540.260009765625,541.97998046875,533.8099975585938,537.719970703125,530.317138671875,2291400
2022-08-11 00:00:00-04:00,538.239990234375,538.6300048828125,529.6699829101562,532.8599853515625,525.5240478515625,3006200
2022-08-12 00:00:00-04:00,535.6099853515625,544.4000244140625,534.4500122070312,543.7000122070312,536.21484375,1981000
2022-08-15 00:00:00-04:00,541.6699829101562,547.2100219726562,538.5599975585938,544.6400146484375,537.1419067382812,1447300
2022-08-16 00:00:00-04:00,545.2100219726562,547.4400024414062,542.3900146484375,546.1199951171875,538.6015625,1773000
2022-08-17 00:00:00-04:00,545.239990234375,547.7899780273438,541.5700073242188,545.0,537.4969482421875,1471700
2022-08-18 00:00:00-04:00,545.010009765625,548.1300048828125,541.8200073242188,545.219970703125,537.7138061523438,1486400
2022-08-19 00:00:00-04:00,545.5,553.1300048828125,544.8200073242188,548.3200073242188,540.771240234375,2258000
2022-08-22 00:00:00-04:00,541.3900146484375,549.52001953125,541.3499755859375,544.5700073242188,537.0729370117188,1672900
2022-08-23 00:00:00-04:00,543.2899780273438,543.2899780273438,533.2100219726562,535.7999877929688,528.4236450195312,2039600
2022-08-24 00:00:00-04:00,536.6799926757812,539.8599853515625,535.02001953125,536.4600219726562,529.0745849609375,1761200
2022-08-25 00:00:00-04:00,535.010009765625,542.02001953125,531.25,541.5700073242188,534.1141357421875,1965800
2022-08-26 00:00:00-04:00,542.260009765625,543.1900024414062,528.219970703125,529.25,521.9638061523438,1906700
2022-08-29 00:00:00-04:00,526.0,532.9000244140625,522.8699951171875,529.77001953125,522.4766845703125,1594000
2022-08-30 00:00:00-04:00,530.4099731445312,531.0900268554688,521.7899780273438,522.8400268554688,515.6420288085938,2013400
2022-08-31 00:00:00-04:00,520.8200073242188,527.0999755859375,519.1599731445312,519.3300170898438,512.1802978515625,2891300
2022-09-01 00:00:00-04:00,519.3300170898438,524.260009765625,515.0900268554688,524.0,516.7860717773438,2085300
2022-09-02 00:00:00-04:00,529.6199951171875,529.7899780273438,513.8099975585938,516.3499755859375,509.2413024902344,1944200
2022-09-06 00:00:00-04:00,519.9299926757812,527.4500122070312,516.9199829101562,517.6799926757812,510.5530700683594,2711900
2022-09-07 00:00:00-04:00,517.0,523.5,514.6799926757812,521.6799926757812,514.4979248046875,2504400
2022-09-08 00:00:00-04:00,520.9500122070312,528.489990234375,518.8099975585938,527.510009765625,520.2477416992188,1557500
2022-09-09 00:00:00-04:00,527.8300170898438,527.8300170898438,522.5800170898438,524.3400268554688,518.7439575195312,2495500
2022-09-12 00:00:00-04:00,525.0,535.02001953125,522.5,531.25,525.5801391601562,2792000
2022-09-13 00:00:00-04:00,524.0,525.260009765625,511.9700012207031,513.9600219726562,508.4747619628906,3172500
2022-09-14 00:00:00-04:00,514.0,515.3800048828125,506.1000061035156,509.7699890136719,504.3294677734375,2648100
2022-09-15 00:00:00-04:00,516.2999877929688,527.97998046875,514.1400146484375,522.9099731445312,517.3291625976562,3058100
2022-09-16 00:00:00-04:00,518.52001953125,522.8200073242188,517.0800170898438,521.02001953125,515.4594116210938,3981700
2022-09-19 00:00:00-04:00,518.5900268554688,524.0,512.969970703125,523.5499877929688,517.96240234375,2130800
2022-09-20 00:00:00-04:00,524.239990234375,524.6699829101562,514.8099975585938,522.7999877929688,517.2203979492188,2421700
2022-09-21 00:00:00-04:00,525.030029296875,528.010009765625,512.02001953125,512.0800170898438,506.61480712890625,2427700
2022-09-22 00:00:00-04:00,511.0299987792969,520.969970703125,506.1099853515625,517.4600219726562,511.9374084472656,2285600
2022-09-23 00:00:00-04:00,513.5599975585938,514.6599731445312,506.3800048828125,513.6099853515625,508.1284484863281,2536900
2022-09-26 00:00:00-04:00,507.3900146484375,512.5700073242188,499.0,508.3599853515625,502.93450927734375,2867400
2022-09-27 00:00:00-04:00,510.3699951171875,516.7899780273438,503.5799865722656,508.3699951171875,502.9444274902344,2583400
2022-09-28 00:00:00-04:00,506.4800109863281,516.27001953125,500.79998779296875,513.9400024414062,508.4549865722656,3027300
